pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,pl_pubdate,releasedate
Kepler-331 d,32.1340737,0.0001339,-0.0001339,0,0.1607,,,0,1.92,0.16,-0.16,0,0.171,0.014,-0.014,0,,,,,,,,,0,,,0,3.35,1.1,-0.89,0,345,,,0,,4345,133,-143,0,0.52,0.04,-0.04,0,0.54,0.04,-0.04,0,-0.86,0.28,-0.3,0,4.73,0.05,-0.04,0,580.119,12.249,-12.249,18-12-2014,21-11-2014
Kepler-174 c,44.0004287,0.0001377,-0.0001377,0,0.2039,,,0,1.46,0.06,-0.07,0,0.13,0.005,-0.006,0,,,,,,,,,0,,,0,3.38,0.58,-0.55,0,346,,,0,,4590,88,-91,0,0.59,0.03,-0.03,0,0.58,0.03,-0.02,0,-0.64,0.16,-0.14,0,4.66,0.03,-0.02,0,384.757,2.684,-2.684,18-12-2014,21-11-2014
Kepler-174 c,44.0004287,0.0001377,-0.0001377,0,0.2039,,,0,1.46,0.06,-0.07,0,0.13,0.005,-0.006,0,,,,,,,,,0,,,0,3.38,0.58,-0.55,0,346,,,0,,4590,88,-91,0,0.59,0.03,-0.03,0,0.58,0.03,-0.02,0,-0.64,0.16,-0.14,0,4.66,0.03,-0.02,0,384.757,2.684,-2.684,04-12-2014,18-11-2014
Kepler-174 c,44.0004287,0.0001377,-0.0001377,0,0.2039,,,0,1.46,0.06,-0.07,0,0.13,0.005,-0.006,0,,,,,,,,,0,,,0,3.38,0.58,-0.55,0,346,,,0,,4590,88,-91,0,0.59,0.03,-0.03,0,0.58,0.03,-0.02,0,-0.64,0.16,-0.14,0,4.66,0.03,-0.02,0,384.757,2.684,-2.684,24-09-2015,25-08-2015
Kepler-331 d,32.1340014,0.0002547,-0.0002547,0,0.161,,,0,1.84,0.15,-0.16,0,0.164,0.013,-0.014,0,,,,,,,,,0,,,0,3.39,1.05,-0.92,0,346,,,0,,4347,117,-143,0,0.52,0.04,-0.04,0,0.54,0.04,-0.04,0,-0.84,0.3,-0.35,0,4.73,0.05,-0.04,0,580.119,12.249,-12.249,31-08-2017 00:00,08-05-2017
Kepler-174 c,44.00045,0.00035,-0.00035,0,0.206,,,0,1.47,0.16,-0.16,0,0.131,0.014,-0.014,0,,,,,,,,,0,,,0,,,,0,347,,,0,,4565,59,-59,0,0.61,0.04,-0.04,0,0.6,0.02,-0.02,0,,,,0,4.65,0.1,-0.1,0,384.757,2.684,-2.684,08-01-2014,28-10-2013
TOI-1266 c,18.80152,0.00054,-0.00067,0,0.1037,0.0026,-0.0025,0,1.673,0.087,-0.11,0,0.149,0.008,-0.01,0,6.4,,,1,0.02014,,,1,0,,,0,2.42,0.23,-0.22,0,347,8,-8,0,M2 V,3573,35,-38,0,0.42,0.01,-0.01,0,0.44,0.02,-0.02,0,-0.08,0.13,-0.1,0,4.83,0.02,-0.02,0,36.0118,0.0295,-0.0295,2020-12,10-01-2022
TOI-2095 b,17.66484,0.00007,-0.00007,0,0.101,0.005,-0.005,0,1.25,0.07,-0.07,0,0.112,0.006,-0.006,0,4.1,,,1,0.0129,,,1,0,,,0,3.43,0.31,-0.31,0,347,9,-9,0,M2.5 V,3759,87,-87,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.24,0.04,-0.04,0,5.11,0.12,-0.12,0,41.9176,0.05,-0.05,2023-04,22-08-2023
TOI-5713 b,10.441989,0.000015,-0.000014,0,0.06008,0.00046,-0.00046,0,1.77,0.17,-0.14,0,0.158,0.015,-0.012,0,,,,,,,,,0.24,0.4,-0.17,0,2.26,0.17,-0.6,0,347,3,-3,0,M3.5+/-0.5,3225,41,-40,0,0.3,0.01,-0.01,0,0.27,0.01,-0.01,0,-0.03,0.13,-0.13,0,4.91,0.02,-0.02,0,40.8668,0.073,-0.0728,2024-10,04-11-2024
Kepler-54 d,20.9954,0.00058,-0.00058,0,0.119,,,0,1.73,0.27,-0.27,0,0.154,0.024,-0.024,0,,,,,,,,,0,,,0,,,,0,348,,,0,,3855,200,-200,0,0.5,0.02,-0.02,0,0.51,0.03,-0.03,0,,,,0,4.75,0.3,-0.3,0,271.701,2.9175,-2.9175,08-01-2014,28-10-2013
Kepler-1459 b,62.869463,0.001024,-0.001024,0,0.2829,,,0,1.96,0.06,-0.12,0,0.175,0.005,-0.011,0,,,,,,,,,0,,,0,3.51,0.51,-0.59,0,349,,,0,,4762,85,-76,0,0.78,0.03,-0.04,0,0.76,0.04,-0.03,0,0.2,0.15,-0.15,0,4.54,0.06,-0.02,0,455.479,4.342,-4.261,31-08-2017 00:00,08-05-2017
Kepler-55 c,42.1406089,0.0003143,-0.0003143,0,0.2095,,,0,1.85,0.13,-0.05,0,0.165,0.012,-0.004,0,,,,,,,,,0,,,0,3.49,0.81,-0.47,0,349,,,0,,4500,90,-90,0,0.65,0.04,-0.02,0,0.71,0.03,-0.04,0,-0.02,0.15,-0.15,0,4.66,0.01,-0.04,0,578.796,9.604,-9.3,31-08-2017 00:00,08-05-2017
TOI-2096 c,6.38784,0.000012,-0.000012,0,0.04,0.002,-0.002,0,1.914,0.095,-0.095,0,0.171,0.008,-0.008,0,,,,,,,,,0.1,0.17,-0.06,0,3.7,0.1,-0.2,0,349,10,-9,0,M4,3300,50,-50,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.03,0.2,-0.2,0,5.05,0.05,-0.05,0,48.4809,0.0982,-0.0978,2023-03,28-03-2023
Kepler-235 d,20.06037454,0.00005435,-0.00005435,0,0.1155,,,0,1.99,0.29,-0.29,0,0.178,0.026,-0.026,0,,,,,,,,,0,,,0,3.53,2.07,-1.16,0,350,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,24-09-2015,25-08-2015
Kepler-235 d,20.06037454,0.00005435,-0.00005435,0,0.1155,,,0,1.99,0.29,-0.29,0,0.178,0.026,-0.026,0,,,,,,,,,0,,,0,3.53,2.07,-1.16,0,350,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,18-12-2014,21-11-2014
Kepler-235 d,20.06037454,0.00005435,-0.00005435,0,0.1155,,,0,1.99,0.29,-0.29,0,0.178,0.026,-0.026,0,,,,,,,,,0,,,0,3.53,2.07,-1.16,0,350,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,04-12-2014,18-11-2014
Kepler-367 c,53.5778376,0.0002944,-0.0002944,0,0.2541,,,0,1.36,0.08,-0.05,0,0.121,0.007,-0.004,0,,,,,,,,,0,,,0,3.55,0.75,-0.5,0,350,,,0,,4722,91,-97,0,0.72,0.04,-0.03,0,0.76,0.03,-0.04,0,0.07,0.15,-0.15,0,4.61,0.01,-0.04,0,188.027,0.86,-0.854,18-12-2014,21-11-2014
Kepler-367 c,53.5778376,0.0002944,-0.0002944,0,0.2541,,,0,1.36,0.08,-0.05,0,0.121,0.007,-0.004,0,,,,,,,,,0,,,0,3.55,0.75,-0.5,0,350,,,0,,4722,91,-97,0,0.72,0.04,-0.03,0,0.76,0.03,-0.04,0,0.07,0.15,-0.15,0,4.61,0.01,-0.04,0,188.027,0.86,-0.854,04-12-2014,18-11-2014
Kepler-367 c,53.5778376,0.0002944,-0.0002944,0,0.2541,,,0,1.36,0.08,-0.05,0,0.121,0.007,-0.004,0,,,,,,,,,0,,,0,3.55,0.75,-0.5,0,350,,,0,,4722,91,-97,0,0.72,0.04,-0.03,0,0.76,0.03,-0.04,0,0.07,0.15,-0.15,0,4.61,0.01,-0.04,0,188.027,0.86,-0.854,24-09-2015,25-08-2015
